FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
170808;0700;147;;;
170808;0800;226;;;
170808;0900;448;;;
170808;1000;348;;;
170808;1100;63;;;
170808;1200;68;;;
170808;1300;60;;;
170808;1400;67;;;
170808;1500;129;;;
170808;1600;170;;;
170808;1700;212;;;
170808;1800;250;;;
170808;1900;186;;;
170808;2000;294;;;
170808;2100;179;;;
170808;2200;156;;;
170808;2300;54;;;
170809;0000;47;;;
170809;0100;40;;;
170809;0200;33;;;
170809;0300;18;;;
170809;0400;49;;;
170809;0500;64;;;
170809;0600;106;;;
170809;0700;308;;;
170809;0800;578;;;
170809;0900;392;;;
170809;1000;189;;;
170809;1100;41;;;
170809;1200;44;;;
170809;1300;26;;;
170809;1400;24;;;
170809;1500;21;;;
170809;1600;19;;;
170809;1700;123;;;
170809;1800;326;;;
170809;1900;708;;;
170809;2000;419;;;
170809;2100;493;;;
170809;2200;270;;;
170809;2300;299;;;
170810;0000;373;;;
170810;0100;363;;;
170810;0200;329;;;
170810;0300;166;;;
170810;0400;105;;;
170810;0500;106;;;
170810;0600;125;;;
170810;0700;350;;;
170810;0800;255;;;
170810;0900;60;;;
170810;1000;98;;;
170810;1100;128;;;
170810;1200;58;;;
170810;1300;49;;;
170810;1400;42;;;
170810;1500;43;;;
170810;1600;68;;;
170810;1700;78;;;
170810;1800;94;;;
170810;1900;95;;;
170810;2000;64;;;
170810;2100;147;;;
170810;2200;104;;;
170810;2300;70;;;
170811;0000;46;;;
170811;0100;179;;;
170811;0200;143;;;
170811;0300;116;;;
170811;0400;50;;;
170811;0500;98;;;
170811;0600;63;;;
170811;0700;211;;;
170811;0800;202;;;
170811;0900;57;;;
170811;1000;67;;;
170811;1100;78;;;
170811;1200;61;;;
170811;1300;21;;;
170811;1400;19;;;
170811;1500;10;;;
170811;1600;17;;;
170811;1700;51;;;
170811;1800;80;;;
170811;1900;81;;;
170811;2000;174;;;
170811;2100;312;;;
170811;2200;109;;;
170811;2300;57;;;
170812;0000;64;;;
170812;0100;42;;;
170812;0200;46;;;
170812;0300;31;;;
170812;0400;65;;;
170812;0500;25;;;
170812;0600;12;;;
170812;0700;8;;;
170812;0800;109;;;
170812;0900;32;;;
170812;1000;21;;;
170812;1100;17;;;
170812;1200;21;;;
170812;1300;10;;;
170812;1400;17;;;
170812;1500;22;;;
170812;1600;30;;;
170812;1700;45;;;
170812;1800;78;;;
170812;1900;53;;;
170812;2000;56;;;
170812;2100;65;;;
170812;2200;125;;;
170812;2300;273;;;
170813;0000;40;;;
170813;0100;48;;;
170813;0200;125;;;
170813;0300;88;;;
170813;0400;52;;;
170813;0500;90;;;
170813;0600;73;;;
170813;0700;29;;;
170813;0800;38;;;
170813;0900;74;;;
170813;1000;56;;;
170813;1100;40;;;
170813;1200;31;;;
170813;1300;11;;;
170813;1400;27;;;
170813;1500;25;;;
170813;1600;21;;;
170813;1700;41;;;
170813;1800;41;;;
170813;1900;37;;;
170813;2000;41;;;
170813;2100;38;;;
170813;2200;21;;;
170813;2300;18;;;
170814;0000;59;;;
170814;0100;59;;;
170814;0200;6;;;
170814;0300;6;;;
170814;0400;3;;;
170814;0500;6;;;
170814;0600;17;;;
170814;0700;56;;;
170814;0800;33;;;
170814;0900;24;;;
170814;1000;15;;;
170814;1100;14;;;
170814;1200;17;;;
170814;1300;25;;;
170814;1400;27;;;
170814;1500;22;;;
170814;1600;24;;;
170814;1700;27;;;
170814;1800;55;;;
170814;1900;40;;;
170814;2000;53;;;
170814;2100;63;;;
170814;2200;52;;;
170814;2300;65;;;
170815;0000;48;;;
170815;0100;29;;;
170815;0200;90;;;
170815;0300;8;;;
170815;0400;7;;;
170815;0500;7;;;
170815;0600;4;;;
170815;0700;7;;;
170815;0800;21;;;
170815;0900;17;;;
170815;1000;17;;;
170815;1100;22;;;
170815;1200;18;;;
170815;1300;17;;;
170815;1400;11;;;
170815;1500;14;;;
170815;1600;14;;;
170815;1700;32;;;
170815;1800;45;;;
170815;1900;67;;;
170815;2000;58;;;
170815;2100;48;;;
170815;2200;26;;;
170815;2300;11;;;
170816;0000;8;;;
170816;0100;6;;;
170816;0200;3;;;
170816;0300;3;;;
170816;0400;2;;;
170816;0500;3;;;
170816;0600;19;;;
170816;0700;8;;;
170816;0800;57;;;
170816;0900;33;;;
170816;1000;34;;;
170816;1100;29;;;
170816;1200;34;;;
170816;1300;30;;;
170816;1400;18;;;
170816;1500;24;;;
170816;1600;59;;;
170816;1700;47;;;
170816;1800;52;;;
170816;1900;40;;;
170816;2000;59;;;
170816;2100;60;;;
170816;2200;57;;;
170816;2300;62;;;
170817;0000;60;;;
170817;0100;45;;;
170817;0200;62;;;
170817;0300;45;;;
170817;0400;23;;;
170817;0500;34;;;
170817;0600;78;;;
170817;0700;79;;;
170817;0800;131;;;
170817;0900;135;;;
170817;1000;76;;;
170817;1100;50;;;
170817;1200;70;;;
170817;1300;78;;;
170817;1400;69;;;
170817;1500;76;;;
170817;1600;78;;;
170817;1700;62;;;
170817;1800;82;;;
170817;1900;;;;
170817;2000;99;;;
170817;2100;86;;;
170817;2200;101;;;
170817;2300;112;;;
170818;0000;111;;;
170818;0100;59;;;
170818;0200;45;;;
170818;0300;29;;;
170818;0400;11;;;
170818;0500;15;;;
170818;0600;14;;;
170818;0700;26;;;
170818;0800;14;;;
170818;0900;11;;;
170818;1000;17;;;
170818;1100;12;;;
170818;1200;9;;;
170818;1300;14;;;
170818;1400;29;;;
170818;1500;19;;;
170818;1600;33;;;
170818;1700;53;;;
170818;1800;48;;;
170818;1900;70;;;
170818;2000;98;;;
170818;2100;147;;;
170818;2200;244;;;
170818;2300;283;;;
170819;0000;71;;;
170819;0100;126;;;
170819;0200;118;;;
170819;0300;84;;;
170819;0400;9;;;
170819;0500;6;;;
170819;0600;18;;;
170819;0700;44;;;
170819;0800;40;;;
170819;0900;21;;;
170819;1000;38;;;
170819;1100;41;;;
170819;1200;25;;;
170819;1300;18;;;
170819;1400;29;;;
170819;1500;32;;;
170819;1600;22;;;
170819;1700;46;;;
170819;1800;48;;;
170819;1900;34;;;
170819;2000;33;;;
170819;2100;35;;;
170819;2200;27;;;
170819;2300;15;;;
170820;0000;11;;;
170820;0100;11;;;
170820;0200;9;;;
170820;0300;6;;;
170820;0400;5;;;
170820;0500;5;;;
170820;0600;3;;;
170820;0700;1;;;
170820;0800;6;;;
170820;0900;7;;;
170820;1000;10;;;
170820;1100;9;;;
170820;1200;13;;;
170820;1300;15;;;
170820;1400;11;;;
170820;1500;9;;;
170820;1600;9;;;
170820;1700;20;;;
170820;1800;15;;;
170820;1900;25;;;
170820;2000;51;;;
170820;2100;15;;;
170820;2200;3;;;
170820;2300;3;;;
170821;0000;1;;;
170821;0100;2;;;
170821;0200;1;;;
170821;0300;2;;;
170821;0400;7;;;
170821;0500;7;;;
170821;0600;26;;;
170821;0700;76;;;
170821;0800;45;;;
170821;0900;59;;;
170821;1000;78;;;
170821;1100;90;;;
170821;1200;84;;;
170821;1300;98;;;
170821;1400;43;;;
170821;1500;82;;;
170821;1600;165;;;
170821;1700;106;;;
170821;1800;114;;;
170821;1900;113;;;
170821;2000;110;;;
170821;2100;45;;;
170821;2200;39;;;
170821;2300;37;;;
170822;0000;29;;;
170822;0100;31;;;
170822;0200;15;;;
170822;0300;9;;;
170822;0400;5;;;
170822;0500;7;;;
170822;0600;17;;;
170822;0700;28;;;
170822;0800;44;;;
170822;0900;24;;;
170822;1000;30;;;
170822;1100;71;;;
170822;1200;28;;;
170822;1300;24;;;
170822;1400;71;;;
170822;1500;36;;;
170822;1600;48;;;
170822;1700;37;;;
170822;1800;60;;;
170822;1900;61;;;
170822;2000;45;;;
170822;2100;57;;;
170822;2200;34;;;
170822;2300;24;;;
170823;0000;68;;;
170823;0100;51;;;
170823;0200;30;;;
170823;0300;20;;;
170823;0400;23;;;
170823;0500;55;;;
170823;0600;149;;;
170823;0700;118;;;
170823;0800;155;;;
170823;0900;176;;;
170823;1000;92;;;
170823;1100;99;;;
170823;1200;95;;;
170823;1300;28;;;
170823;1400;14;;;
170823;1500;29;;;
170823;1600;79;;;
170823;1700;;;;
170823;1800;70;;;
170823;1900;82;;;
170823;2000;117;;;
170823;2100;245;;;
170823;2200;120;;;
170823;2300;116;;;
170824;0000;67;;;
170824;0100;38;;;
170824;0200;21;;;
170824;0300;14;;;
170824;0400;17;;;
170824;0500;27;;;
170824;0600;74;;;
170824;0700;105;;;
170824;0800;104;;;
170824;0900;74;;;
170824;1000;46;;;
170824;1100;23;;;
170824;1200;35;;;
170824;1300;14;;;
170824;1400;20;;;
170824;1500;19;;;
170824;1600;31;;;
170824;1700;52;;;
170824;1800;68;;;
170824;1900;76;;;
170824;2000;40;;;
170824;2100;37;;;
170824;2200;73;;;
170824;2300;49;;;
170825;0000;40;;;
170825;0100;60;;;
170825;0200;10;;;
170825;0300;8;;;
170825;0400;6;;;
170825;0500;9;;;
170825;0600;21;;;
170825;0700;34;;;
170825;0800;33;;;
170825;0900;21;;;
170825;1000;17;;;
170825;1100;14;;;
170825;1200;20;;;
170825;1300;26;;;
170825;1400;24;;;
170825;1500;24;;;
170825;1600;33;;;
170825;1700;66;;;
170825;1800;68;;;
170825;1900;72;;;
170825;2000;187;;;
170825;2100;150;;;
170825;2200;305;;;
170825;2300;302;;;
170826;0000;200;;;
170826;0100;218;;;
170826;0200;114;;;
170826;0300;98;;;
170826;0400;20;;;
170826;0500;21;;;
170826;0600;47;;;
170826;0700;64;;;
170826;0800;139;;;
170826;0900;52;;;
170826;1000;29;;;
170826;1100;19;;;
170826;1200;16;;;
170826;1300;11;;;
170826;1400;12;;;
170826;1500;12;;;
170826;1600;13;;;
170826;1700;46;;;
170826;1800;62;;;
170826;1900;98;;;
170826;2000;110;;;
170826;2100;82;;;
170826;2200;85;;;
170826;2300;53;;;
170827;0000;75;;;
170827;0100;86;;;
170827;0200;170;;;
170827;0300;91;;;
170827;0400;81;;;
170827;0500;44;;;
170827;0600;22;;;
170827;0700;84;;;
170827;0800;190;;;
170827;0900;51;;;
170827;1000;33;;;
170827;1100;39;;;
170827;1200;34;;;
170827;1300;17;;;
170827;1400;14;;;
170827;1500;14;;;
170827;1600;19;;;
170827;1700;34;;;
170827;1800;151;;;
170827;1900;226;;;
170827;2000;180;;;
170827;2100;255;;;
170827;2200;229;;;
170827;2300;394;;;
170828;0000;491;;;
170828;0100;368;;;
170828;0200;400;;;
170828;0300;262;;;
170828;0400;123;;;
170828;0500;150;;;
170828;0600;296;;;
170828;0700;322;;;
170828;0800;412;;;
170828;0900;231;;;
170828;1000;129;;;
170828;1100;66;;;
170828;1200;25;;;
170828;1300;18;;;
170828;1400;9;;;
170828;1500;13;;;
170828;1600;20;;;
170828;1700;30;;;
170828;1800;86;;;
170828;1900;118;;;
170828;2000;134;;;
170828;2100;127;;;
170828;2200;171;;;
170828;2300;62;;;
170829;0000;30;;;
170829;0100;19;;;
170829;0200;21;;;
170829;0300;12;;;
170829;0400;13;;;
170829;0500;15;;;
170829;0600;48;;;
170829;0700;39;;;
170829;0800;59;;;
170829;0900;24;;;
170829;1000;22;;;
170829;1100;17;;;
170829;1200;19;;;
170829;1300;14;;;
170829;1400;11;;;
170829;1500;20;;;
170829;1600;13;;;
170829;1700;30;;;
170829;1800;53;;;
170829;1900;78;;;
170829;2000;79;;;
170829;2100;74;;;
170829;2200;25;;;
170829;2300;30;;;
170830;0000;48;;;
170830;0100;17;;;
170830;0200;34;;;
170830;0300;18;;;
170830;0400;17;;;
170830;0500;29;;;
170830;0600;310;;;
170830;0700;527;;;
170830;0800;138;;;
170830;0900;250;;;
170830;1000;55;;;
170830;1100;18;;;
170830;1200;18;;;
170830;1300;13;;;
170830;1400;12;;;
170830;1500;19;;;
170830;1600;25;;;
170830;1700;58;;;
170830;1800;129;;;
170830;1900;113;;;
170830;2000;146;;;
170830;2100;78;;;
170830;2200;78;;;
170830;2300;67;;;
170831;0000;22;;;
170831;0100;39;;;
170831;0200;17;;;
170831;0300;37;;;
170831;0400;21;;;
170831;0500;20;;;
170831;0600;48;;;
170831;0700;85;;;
170831;0800;74;;;
170831;0900;21;;;
170831;1000;22;;;
170831;1100;24;;;
170831;1200;20;;;
170831;1300;18;;;
170831;1400;23;;;
170831;1500;28;;;
170831;1600;44;;;
170831;1700;91;;;
170831;1800;89;;;
170831;1900;79;;;
170831;2000;48;;;
170831;2100;41;;;
170831;2200;24;;;
170831;2300;143;;;
170901;0000;223;;;
170901;0100;136;;;
170901;0200;31;;;
170901;0300;33;;;
170901;0400;22;;;
170901;0500;29;;;
170901;0600;80;;;
170901;0700;175;;;
170901;0800;118;;;
170901;0900;159;;;
170901;1000;177;;;
170901;1100;153;;;
170901;1200;36;;;
170901;1300;44;;;
170901;1400;18;;;
170901;1500;14;;;
170901;1600;13;;;
170901;1700;25;;;
170901;1800;39;;;
170901;1900;71;;;
170901;2000;62;;;
170901;2100;36;;;
170901;2200;50;;;
170901;2300;24;;;
170902;0000;7;;;
170902;0100;6;;;
170902;0200;6;;;
170902;0300;6;;;
170902;0400;9;;;
170902;0500;4;;;
170902;0600;15;;;
170902;0700;15;;;
170902;0800;21;;;
170902;0900;24;;;
170902;1000;18;;;
170902;1100;17;;;
170902;1200;11;;;
170902;1300;14;;;
170902;1400;11;;;
170902;1500;14;;;
170902;1600;30;;;
170902;1700;37;;;
170902;1800;45;;;
170902;1900;64;;;
170902;2000;34;;;
170902;2100;35;;;
170902;2200;40;;;
170902;2300;26;;;
170903;0000;45;;;
170903;0100;57;;;
170903;0200;29;;;
170903;0300;13;;;
170903;0400;31;;;
170903;0500;14;;;
170903;0600;12;;;
170903;0700;24;;;
170903;0800;19;;;
170903;0900;17;;;
170903;1000;17;;;
170903;1100;10;;;
170903;1200;9;;;
170903;1300;17;;;
170903;1400;14;;;
170903;1500;14;;;
170903;1600;14;;;
170903;1700;20;;;
170903;1800;37;;;
170903;1900;75;;;
170903;2000;50;;;
170903;2100;55;;;
170903;2200;78;;;
170903;2300;63;;;
170904;0000;114;;;
170904;0100;145;;;
170904;0200;67;;;
170904;0300;47;;;
170904;0400;46;;;
170904;0500;42;;;
170904;0600;216;;;
170904;0700;203;;;
170904;0800;75;;;
170904;0900;23;;;
170904;1000;21;;;
170904;1100;19;;;
170904;1200;10;;;
170904;1300;11;;;
170904;1400;9;;;
170904;1500;8;;;
170904;1600;12;;;
170904;1700;30;;;
170904;1800;70;;;
170904;1900;49;;;
170904;2000;46;;;
170904;2100;44;;;
170904;2200;37;;;
170904;2300;25;;;
170905;0000;23;;;
170905;0100;49;;;
170905;0200;36;;;
170905;0300;24;;;
170905;0400;7;;;
170905;0500;39;;;
170905;0600;98;;;
170905;0700;146;;;
170905;0800;48;;;
170905;0900;21;;;
170905;1000;17;;;
170905;1100;10;;;
170905;1200;14;;;
170905;1300;21;;;
170905;1400;20;;;
170905;1500;15;;;
170905;1600;30;;;
170905;1700;38;;;
170905;1800;51;;;
170905;1900;52;;;
170905;2000;38;;;
170905;2100;48;;;
170905;2200;38;;;
170905;2300;18;;;
170906;0000;37;;;
170906;0100;40;;;
170906;0200;41;;;
170906;0300;22;;;
170906;0400;9;;;
170906;0500;26;;;
170906;0600;182;;;
170906;0700;113;;;
170906;0800;43;;;
170906;0900;14;;;
170906;1000;29;;;
170906;1100;19;;;
170906;1200;19;;;
170906;1300;14;;;
170906;1400;14;;;
170906;1500;11;;;
170906;1600;17;;;
170906;1700;29;;;
170906;1800;33;;;
170906;1900;28;;;
170906;2000;41;;;
170906;2100;27;;;
170906;2200;19;;;
170906;2300;20;;;
170907;0000;6;;;
170907;0100;12;;;
170907;0200;9;;;
170907;0300;7;;;
170907;0400;3;;;
170907;0500;14;;;
170907;0600;102;;;
170907;0700;231;;;
170907;0800;318;;;
170907;0900;77;;;
170907;1000;8;;;
170907;1100;9;;;
170907;1200;17;;;
170907;1300;9;;;
170907;1400;9;;;
170907;1500;10;;;
170907;1600;17;;;
170907;1700;40;;;
170907;1800;57;;;
170907;1900;44;;;
170907;2000;30;;;
170907;2100;21;;;
170907;2200;28;;;
170907;2300;20;;;
170908;0000;13;;;
170908;0100;23;;;
170908;0200;21;;;
170908;0300;52;;;
170908;0400;9;;;
170908;0500;18;;;
170908;0600;115;;;
170908;0700;227;;;
170908;0800;26;;;
170908;0900;28;;;
170908;1000;17;;;
170908;1100;15;;;
170908;1200;19;;;
170908;1300;29;;;
170908;1400;9;;;
170908;1500;7;;;
170908;1600;15;;;
170908;1700;37;;;
170908;1800;66;;;
170908;1900;82;;;
170908;2000;116;;;
170908;2100;120;;;
170908;2200;221;;;
170908;2300;211;;;
170909;0000;174;;;
170909;0100;54;;;
170909;0200;35;;;
170909;0300;39;;;
170909;0400;33;;;
170909;0500;20;;;
170909;0600;42;;;
170909;0700;70;;;
170909;0800;26;;;
170909;0900;17;;;
170909;1000;2;;;
170909;1100;8;;;
170909;1200;8;;;
170909;1300;13;;;
170909;1400;20;;;
170909;1500;9;;;
170909;1600;15;;;
170909;1700;17;;;
170909;1800;55;;;
170909;1900;81;;;
170909;2000;106;;;
170909;2100;86;;;
170909;2200;57;;;
170909;2300;43;;;
170910;0000;34;;;
170910;0100;22;;;
170910;0200;52;;;
170910;0300;7;;;
170910;0400;5;;;
170910;0500;7;;;
170910;0600;9;;;
170910;0700;20;;;
170910;0800;14;;;
170910;0900;20;;;
170910;1000;20;;;
170910;1100;17;;;
170910;1200;14;;;
170910;1300;20;;;
170910;1400;15;;;
170910;1500;26;;;
170910;1600;20;;;
170910;1700;33;;;
170910;1800;29;;;
170910;1900;52;;;
170910;2000;45;;;
170910;2100;53;;;
170910;2200;56;;;
170910;2300;73;;;
170911;0000;10;;;
170911;0100;10;;;
170911;0200;7;;;
170911;0300;2;;;
170911;0400;2;;;
170911;0500;21;;;
170911;0600;60;;;
170911;0700;97;;;
170911;0800;30;;;
170911;0900;14;;;
170911;1000;13;;;
170911;1100;14;;;
170911;1200;10;;;
170911;1300;7;;;
170911;1400;9;;;
170911;1500;9;;;
170911;1600;7;;;
170911;1700;13;;;
170911;1800;33;;;
170911;1900;53;;;
170911;2000;59;;;
170911;2100;18;;;
170911;2200;11;;;
170911;2300;19;;;
170912;0000;9;;;
170912;0100;7;;;
170912;0200;2;;;
170912;0300;2;;;
170912;0400;3;;;
170912;0500;1;;;
170912;0600;6;;;
170912;0700;10;;;
170912;0800;8;;;
170912;0900;9;;;
170912;1000;10;;;
170912;1100;9;;;
170912;1200;14;;;
170912;1300;18;;;
170912;1400;10;;;
170912;1500;10;;;
170912;1600;17;;;
170912;1700;13;;;
170912;1800;30;;;
170912;1900;44;;;
170912;2000;40;;;
170912;2100;30;;;
170912;2200;4;;;
170912;2300;9;;;
170913;0000;11;;;
170913;0100;9;;;
170913;0200;6;;;
170913;0300;9;;;
170913;0400;9;;;
170913;0500;6;;;
170913;0600;13;;;
170913;0700;22;;;
170913;0800;14;;;
170913;0900;11;;;
170913;1000;22;;;
170913;1100;29;;;
170913;1200;24;;;
170913;1300;13;;;
170913;1400;13;;;
170913;1500;14;;;
170913;1600;26;;;
170913;1700;55;;;
170913;1800;55;;;
170913;1900;121;;;
170913;2000;119;;;
170913;2100;158;;;
170913;2200;193;;;
170913;2300;37;;;
170914;0000;17;;;
170914;0100;40;;;
170914;0200;3;;;
170914;0300;5;;;
170914;0400;9;;;
170914;0500;28;;;
170914;0600;27;;;
170914;0700;29;;;
170914;0800;26;;;
170914;0900;20;;;
170914;1000;11;;;
170914;1100;20;;;
170914;1200;20;;;
170914;1300;11;;;
170914;1400;14;;;
170914;1500;13;;;
170914;1600;;;;
170914;1700;17;;;
170914;1800;35;;;
170914;1900;42;;;
170914;2000;40;;;
170914;2100;40;;;
170914;2200;21;;;
170914;2300;17;;;
170915;0000;10;;;
170915;0100;13;;;
170915;0200;9;;;
170915;0300;6;;;
170915;0400;3;;;
170915;0500;1;;;
170915;0600;2;;;
170915;0700;11;;;
170915;0800;10;;;
170915;0900;11;;;
170915;1000;13;;;
170915;1100;10;;;
170915;1200;11;;;
170915;1300;9;;;
170915;1400;9;;;
170915;1500;15;;;
170915;1600;15;;;
170915;1700;18;;;
170915;1800;20;;;
170915;1900;19;;;
170915;2000;16;;;
170915;2100;17;;;
170915;2200;9;;;
170915;2300;8;;;
170916;0000;9;;;
170916;0100;7;;;
170916;0200;2;;;
170916;0300;1;;;
170916;0400;1;;;
170916;0500;1;;;
170916;0600;2;;;
170916;0700;2;;;
170916;0800;8;;;
170916;0900;7;;;
170916;1000;10;;;
170916;1100;11;;;
170916;1200;9;;;
170916;1300;7;;;
170916;1400;9;;;
170916;1500;9;;;
170916;1600;13;;;
170916;1700;17;;;
170916;1800;29;;;
170916;1900;27;;;
170916;2000;25;;;
170916;2100;19;;;
170916;2200;18;;;
170916;2300;9;;;
170917;0000;8;;;
170917;0100;18;;;
170917;0200;20;;;
170917;0300;4;;;
170917;0400;8;;;
170917;0500;8;;;
170917;0600;6;;;
170917;0700;27;;;
170917;0800;8;;;
170917;0900;8;;;
170917;1000;6;;;
170917;1100;4;;;
170917;1200;4;;;
170917;1300;6;;;
170917;1400;5;;;
170917;1500;1;;;
170917;1600;1;;;
170917;1700;17;;;
170917;1800;14;;;
170917;1900;28;;;
170917;2000;33;;;
170917;2100;35;;;
170917;2200;71;;;
170917;2300;22;;;
170918;0000;60;;;
170918;0100;54;;;
170918;0200;42;;;
170918;0300;29;;;
170918;0400;18;;;
170918;0500;8;;;
170918;0600;22;;;
170918;0700;44;;;
170918;0800;23;;;
170918;0900;4;;;
170918;1000;11;;;
170918;1100;8;;;
170918;1200;7;;;
170918;1300;5;;;
170918;1400;3;;;
170918;1500;1;;;
170918;1600;1;;;
170918;1700;3;;;
170918;1800;25;;;
170918;1900;123;;;
170918;2000;21;;;
170918;2100;59;;;
170918;2200;32;;;
170918;2300;15;;;
170919;0000;22;;;
170919;0100;8;;;
170919;0200;8;;;
170919;0300;15;;;
170919;0400;10;;;
170919;0500;10;;;
170919;0600;8;;;
170919;0700;12;;;
170919;0800;10;;;
170919;0900;14;;;
170919;1000;8;;;
170919;1100;14;;;
170919;1200;20;;;
170919;1300;19;;;
170919;1400;14;;;
170919;1500;14;;;
170919;1600;14;;;
170919;1700;20;;;
170919;1800;26;;;
170919;1900;32;;;
170919;2000;30;;;
170919;2100;34;;;
170919;2200;38;;;
170919;2300;24;;;
170920;0000;8;;;
170920;0100;8;;;
170920;0200;6;;;
170920;0300;4;;;
170920;0400;1;;;
170920;0500;1;;;
170920;0600;10;;;
170920;0700;18;;;
170920;0800;12;;;
170920;0900;10;;;
170920;1000;8;;;
170920;1100;12;;;
170920;1200;12;;;
170920;1300;8;;;
170920;1400;9;;;
170920;1500;14;;;
170920;1600;14;;;
170920;1700;14;;;
170920;1800;21;;;
170920;1900;17;;;
170920;2000;17;;;
170920;2100;13;;;
170920;2200;10;;;
170920;2300;7;;;
170921;0000;5;;;
170921;0100;9;;;
170921;0200;11;;;
170921;0300;9;;;
170921;0400;1;;;
170921;0500;1;;;
170921;0600;7;;;
170921;0700;13;;;
170921;0800;15;;;
170921;0900;13;;;
170921;1000;9;;;
170921;1100;9;;;
170921;1200;9;;;
170921;1300;8;;;
170921;1400;5;;;
170921;1500;5;;;
170921;1600;7;;;
170921;1700;16;;;
170921;1800;20;;;
170921;1900;48;;;
170921;2000;24;;;
170921;2100;34;;;
170921;2200;18;;;
170921;2300;14;;;
170922;0000;10;;;
170922;0100;10;;;
170922;0200;7;;;
170922;0300;3;;;
170922;0400;2;;;
170922;0500;3;;;
170922;0600;9;;;
170922;0700;23;;;
170922;0800;10;;;
170922;0900;13;;;
170922;1000;11;;;
170922;1100;9;;;
170922;1200;13;;;
170922;1300;11;;;
170922;1400;10;;;
170922;1500;10;;;
170922;1600;10;;;
170922;1700;11;;;
170922;1800;30;;;
170922;1900;36;;;
170922;2000;70;;;
170922;2100;53;;;
170922;2200;48;;;
170922;2300;47;;;
170923;0000;91;;;
170923;0100;32;;;
170923;0200;21;;;
170923;0300;25;;;
170923;0400;15;;;
170923;0500;3;;;
170923;0600;1;;;
170923;0700;48;;;
170923;0800;27;;;
170923;0900;9;;;
170923;1000;18;;;
170923;1100;9;;;
170923;1200;6;;;
170923;1300;7;;;
170923;1400;9;;;
170923;1500;9;;;
170923;1600;5;;;
170923;1700;9;;;
170923;1800;24;;;
170923;1900;67;;;
170923;2000;43;;;
170923;2100;38;;;
170923;2200;21;;;
170923;2300;6;;;
170924;0000;6;;;
170924;0100;5;;;
170924;0200;5;;;
170924;0300;2;;;
170924;0400;3;;;
170924;0500;5;;;
170924;0600;3;;;
170924;0700;4;;;
170924;0800;13;;;
170924;0900;25;;;
170924;1000;21;;;
170924;1100;11;;;
170924;1200;19;;;
170924;1300;25;;;
170924;1400;21;;;
170924;1500;15;;;
170924;1600;21;;;
170924;1700;32;;;
170924;1800;35;;;
170924;1900;47;;;
170924;2000;31;;;
170924;2100;36;;;
170924;2200;33;;;
170924;2300;20;;;
170925;0000;11;;;
170925;0100;9;;;
170925;0200;5;;;
170925;0300;6;;;
170925;0400;3;;;
170925;0500;5;;;
170925;0600;14;;;
170925;0700;19;;;
170925;0800;17;;;
170925;0900;17;;;
170925;1000;6;;;
170925;1100;14;;;
170925;1200;18;;;
170925;1300;7;;;
170925;1400;10;;;
170925;1500;17;;;
170925;1600;17;;;
170925;1700;20;;;
170925;1800;42;;;
170925;1900;63;;;
170925;2000;56;;;
170925;2100;83;;;
170925;2200;156;;;
170925;2300;148;;;
170926;0000;22;;;
170926;0100;25;;;
170926;0200;17;;;
170926;0300;12;;;
170926;0400;17;;;
170926;0500;55;;;
170926;0600;129;;;
170926;0700;59;;;
170926;0800;26;;;
170926;0900;11;;;
170926;1000;9;;;
170926;1100;11;;;
170926;1200;9;;;
170926;1300;9;;;
170926;1400;7;;;
170926;1500;8;;;
170926;1600;9;;;
170926;1700;14;;;
170926;1800;31;;;
170926;1900;44;;;
170926;2000;81;;;
170926;2100;76;;;
170926;2200;112;;;
170926;2300;82;;;
170927;0000;102;;;
170927;0100;70;;;
170927;0200;59;;;
170927;0300;40;;;
170927;0400;41;;;
170927;0500;17;;;
170927;0600;52;;;
170927;0700;46;;;
170927;0800;11;;;
170927;0900;8;;;
170927;1000;10;;;
170927;1100;11;;;
170927;1200;12;;;
170927;1300;9;;;
170927;1400;4;;;
170927;1500;3;;;
170927;1600;9;;;
170927;1700;9;;;
170927;1800;16;;;
170927;1900;53;;;
170927;2000;28;;;
